대표티켓번호,판매순번,주문상태,판매일,상품명,이용일시,장소명,총매수,최종정상매수,주문자명,휴대폰번호,금액,발권상태,회원여부,판매처,주문일시,공연ID,장르1,회원키
9000000062549,9000000062550,정상,20250715,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Riley Parker 04555,000-0002-0502,119700,Y,N,기업할인_예울마루(제휴업체)MO,20250715214741,250802_01,어린이·가족,00000020502
9000000062551,9000000062552,정상,20250701,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Parker 04555,00000021886,81200,Y,Y,티켓어플 안드로이드,20250701143432,250802_01,어린이·가족,
9000000062553,9000000062554,정상,20250623,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Rowan Bennett 06759,00000021803,121800,Y,Y,티켓모바일웹,20250623225912,250802_01,어린이·가족,
9000000062555,9000000046970,정상,20250709,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Avery Ellis 06760,000-0001-2766,121800,Y,Y,GS칼텍스 예울마루(mobile),20250709132359,250802_01,어린이·가족,00000012766
9000000062556,9000000020452,정상,20250613,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Hayes 04250,000-0000-6277,81200,Y,Y,Web,20250613114420,250802_01,어린이·가족,00000006277
9000000062557,9000000062558,정상,20250621,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 04252,000-0001-2237,81200,Y,Y,GS칼텍스 예울마루(web),20250621132118,250802_01,어린이·가족,00000012237
9000000062559,9000000062560,정상,20250705,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,5,5,Morgan Ellis 06761,00000018849,203000,Y,Y,티켓모바일웹,20250705102035,250802_01,어린이·가족,
9000000062561,9000000062562,정상,20250715,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Ellis 06762,000-0000-5647,98000,Y,Y,GS칼텍스 예울마루(mobile),20250715185452,250802_01,어린이·가족,00000005647
9000000062563,9000000052797,정상,20250801,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Ellis 06635,00000014907,140000,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250801144804,250802_01,어린이·가족,
9000000062564,9000000062565,정상,20250617,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Jordan Ellis 04266,000-0000-9481,121800,Y,Y,Web,20250617161544,250802_01,어린이·가족,
9000000062566,9000000062567,정상,20250701,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Bennett 05474,000-0001-5610,81200,Y,Y,GS칼텍스 예울마루(mobile),20250701204217,250802_01,어린이·가족,00000015610
9000000062568,9000000062569,정상,20250626,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Riley Ellis 06763,00000005128,162400,Y,Y,티켓모바일웹,20250626182859,250802_01,어린이·가족,
9000000062570,9000000062571,정상,20250622,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Ellis 06764,00000013362,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250622101153,250802_01,어린이·가족,00000013362
9000000062572,9000000062573,정상,20250728,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Ellis 06765,000-0001-8276,79800,Y,N,기업할인_예울마루(GS칼텍스)MO,20250728113731,250802_01,어린이·가족,
9000000062574,9000000062575,부분취소,20250621,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,5,4,Cameron Ellis 06766,000-0000-2368,162400,Y,Y,GS칼텍스 예울마루(mobile),20250621204708,250802_01,어린이·가족,00000002368
9000000062576,9000000062577,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Ellis 05484,00000017373,121800,Y,Y,티켓모바일웹,20250629064226,250802_01,어린이·가족,
9000000062578,9000000062579,정상,20250725,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Ellis 05871,00000011043,140000,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250725220715,250802_01,어린이·가족,
9000000062580,9000000062581,정상,20250620,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Foster 04852,00000001869,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250620061156,250802_01,어린이·가족,
9000000062582,9000000025909,정상,20250613,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Ellis 06767,000-0000-3651,81200,Y,Y,GS칼텍스 예울마루(mobile),20250613113839,250802_01,어린이·가족,00000003651
9000000062583,9000000062584,정상,20250723,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Avery Foster 06768,000-0000-4757,98000,Y,Y,GS칼텍스 예울마루(mobile),20250723223426,250802_01,어린이·가족,00000004757
9000000062585,9000000062586,정상,20250622,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 04581,00000005638,81200,Y,Y,티켓모바일웹,20250622140942,250802_01,어린이·가족,
9000000062587,9000000062588,부분취소,20250620,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,2,Casey Bennett 04581,00000005638,81200,Y,Y,티켓모바일웹,20250620114705,250802_01,어린이·가족,
9000000062589,9000000062590,정상,20250616,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Morgan Foster 06769,00000016114,81200,Y,Y,티켓어플 아이폰,20250616141611,250802_01,어린이·가족,00000016114
9000000062591,9000000062592,정상,20250621,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Lane 04285,00000007737,81200,Y,Y,티켓모바일웹,20250621121420,250802_01,어린이·가족,
9000000062593,9000000062594,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Jordan Foster 06770,000-0000-5985,162400,Y,Y,GS칼텍스 예울마루(mobile),20250629183703,250802_01,어린이·가족,00000005985
9000000062595,9000000062596,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Riley Foster 06771,00000002051,121800,Y,Y,티켓모바일웹,20250612160130,250802_01,어린이·가족,00000002051
9000000062597,9000000062598,정상,20250627,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Foster 06772,00000001845,121800,Y,Y,(주)인터파크 통합app,20250627172525,250802_01,어린이·가족,00000001845
9000000062599,9000000062600,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Casey Foster 06773,000-0001-0480,121800,Y,Y,GS칼텍스 예울마루(mobile),20250612160528,250802_01,어린이·가족,00000010480
9000000062601,9000000062602,정상,20250712,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Foster 06774,000-0001-9238,81200,Y,Y,Web,20250712220419,250802_01,어린이·가족,
9000000062603,9000000062604,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Rowan Foster 06775,000-0001-9010,121800,Y,Y,GS칼텍스 예울마루(mobile),20250612161733,250802_01,어린이·가족,00000019010
9000000062605,9000000062606,정상,20250708,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Avery Lane 06776,000-0001-8579,121800,Y,Y,GS칼텍스 예울마루(mobile),20250708225730,250802_01,어린이·가족,00000018579
9000000062607,9000000062608,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Morgan Lane 06777,00000002119,162400,Y,Y,티켓모바일웹,20250629070726,250802_01,어린이·가족,
9000000062609,9000000062610,정상,20250620,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Lane 06778,00000011595,81200,Y,Y,티켓모바일웹,20250620092802,250802_01,어린이·가족,
9000000062611,9000000062612,정상,20250630,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Lane 06779,000-0000-9355,81200,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-web),20250630163513,250802_01,어린이·가족,00000009355
9000000062613,9000000062614,정상,20250619,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Lane 06780,000-0000-3470,81200,Y,Y,GS칼텍스 예울마루(mobile),20250619095347,250802_01,어린이·가족,00000003470
9000000062615,9000000062616,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Lane 06781,000-0000-1758,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612161356,250802_01,어린이·가족,00000001758
9000000062617,9000000062618,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Lane 06782,000-0002-2444,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612160106,250802_01,어린이·가족,00000022444
9000000062619,9000000008827,정상,20250704,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Lane 06783,000-0000-6577,81200,Y,Y,GS칼텍스 예울마루(mobile),20250704121540,250802_01,어린이·가족,00000006577
9000000062620,9000000062621,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Avery Brooks 06784,000-0000-4812,121800,Y,Y,GS칼텍스 예울마루(web),20250612165002,250802_01,어린이·가족,00000004812
9000000062622,9000000062623,정상,20250709,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Morgan Brooks 06785,000-0001-4659,81200,Y,Y,GS칼텍스 예울마루(mobile),20250709144231,250802_01,어린이·가족,00000014659
9000000062624,9000000062625,정상,20250620,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Jordan Brooks 06786,00000019867,162400,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250620102147,250802_01,어린이·가족,
9000000062626,9000000062627,정상,20250615,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Brooks 06787,00000012613,81200,Y,Y,티켓모바일웹,20250615235503,250802_01,어린이·가족,
9000000062628,9000000062629,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Taylor Bennett 05540,000-0001-5103,162400,Y,Y,GS칼텍스 예울마루(mobile),20250612160135,250802_01,어린이·가족,00000015103
9000000062630,9000000062631,정상,20250710,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Brooks 06788,000-0000-8329,81200,Y,Y,GS칼텍스 예울마루(mobile),20250710102346,250802_01,어린이·가족,00000008329
9000000062632,9000000062633,정상,20250711,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Brooks 06789,00000015900,81200,Y,Y,티켓모바일웹,20250711132007,250802_01,어린이·가족,
9000000062634,9000000062635,정상,20250630,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Brooks 06790,000-0000-5633,81200,Y,Y,GS칼텍스 예울마루(mobile),20250630112204,250802_01,어린이·가족,00000005633
9000000062636,9000000062637,정상,20250622,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Brooks 06791,00000006301,81200,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250622043438,250802_01,어린이·가족,
9000000062638,9000000062639,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Avery Parker 06792,00000006816,121800,Y,Y,티켓어플 아이폰,20250629151700,250802_01,어린이·가족,
9000000062640,9000000046113,정상,20250709,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Morgan Parker 06793,00000012295,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250709141755,250802_01,어린이·가족,
9000000062641,9000000062642,정상,20250709,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Jordan Parker 06794,000-0002-0042,121800,Y,Y,GS칼텍스 예울마루(mobile),20250709234439,250802_01,어린이·가족,00000020042
9000000062643,9000000062644,정상,20250623,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Parker 06795,000-0001-1760,81200,Y,Y,GS칼텍스 예울마루(mobile),20250623205348,250802_01,어린이·가족,00000011760
9000000062645,9000000062646,정상,20250613,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Parker 06796,000-0001-2037,121800,Y,Y,GS칼텍스 예울마루(mobile),20250613205833,250802_01,어린이·가족,00000012037
9000000062647,9000000062648,정상,20250718,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Parker 06797,000-0001-2171,98000,Y,Y,GS칼텍스 예울마루(mobile),20250718160857,250802_01,어린이·가족,00000012171
9000000062649,9000000062650,정상,20250625,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Cameron Parker 06798,000-0000-7897,162400,Y,Y,GS칼텍스 예울마루(mobile),20250625171948,250802_01,어린이·가족,00000007897
9000000062651,9000000062652,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Rowan Parker 06799,00000006725,121800,Y,Y,(주)인터파크 통합app,20250612184509,250802_01,어린이·가족,00000006725
9000000062653,9000000062654,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,1,1,Avery Reed 06800,000-0000-6142,40600,Y,Y,GS칼텍스 예울마루(mobile),20250612160916,250802_01,어린이·가족,00000006142
9000000062655,9000000062656,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,10,10,Avery Reed 06800,000-0000-6142,406000,Y,Y,GS칼텍스 예울마루(mobile),20250612160246,250802_01,어린이·가족,00000006142
9000000062657,9000000062658,정상,20250711,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Morgan Reed 06801,000-0001-5942,121800,Y,Y,GS칼텍스 예울마루(web),20250711202144,250802_01,어린이·가족,00000015942
9000000062659,9000000062660,정상,20250803,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,10,10,Taylor Ellis 04332,,0,Y,N,GS칼텍스 예울마루,20250803091923,250802_01,어린이·가족,
9000000062661,9000000062662,부분취소,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,2,Jordan Reed 06802,000-0000-4900,81200,Y,Y,GS칼텍스 예울마루(web),20250612161312,250802_01,어린이·가족,00000004900
9000000062663,9000000062664,정상,20250713,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Reed 06803,00000001289,81200,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250713165349,250802_01,어린이·가족,
9000000062665,9000000062666,정상,20250708,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Brooks 05252,00000007825,121800,Y,Y,티켓어플 아이폰,20250708220451,250802_01,어린이·가족,
9000000062667,9000000062668,정상,20250706,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Brooks 05253,00000015053,81200,Y,Y,티켓어플 아이폰,20250706090700,250802_01,어린이·가족,
9000000062669,9000000062670,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Brooks 04359,000-0001-1074,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612225404,250802_01,어린이·가족,00000011074
9000000062671,9000000062672,정상,20250622,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Taylor Reed 06804,00000002168,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250622192857,250802_01,어린이·가족,
9000000062673,9000000062674,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Reed 06805,000-0001-9054,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612162743,250802_01,어린이·가족,00000019054
9000000062675,9000000062676,정상,20250727,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Reed 06806,000-0001-6390,98000,Y,Y,GS칼텍스 예울마루(mobile),20250727223509,250802_01,어린이·가족,00000016390
9000000062677,9000000062678,정상,20250712,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Reed 06807,00000018906,81200,Y,N,GS칼텍스 예울마루(call),20250712093557,250802_01,어린이·가족,00000018906
9000000062679,9000000062680,정상,20250702,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Avery Hayes 06808,00000012732,121800,Y,Y,티켓모바일웹,20250702171204,250802_01,어린이·가족,
9000000062681,9000000062682,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Morgan Hayes 06809,00000018234,81200,Y,Y,티켓모바일웹,20250629112656,250802_01,어린이·가족,
9000000062683,9000000054644,정상,20250628,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Hayes 06810,00000013235,81200,Y,Y,(주)인터파크 통합app,20250628134033,250802_01,어린이·가족,00000013235
9000000062684,9000000062685,정상,20250716,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Lane 06397,000-0000-5349,98000,Y,Y,GS칼텍스 예울마루(web),20250716184435,250802_01,어린이·가족,00000005349
9000000062686,9000000062687,정상,20250718,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Parker 04364,000-0000-0785,98000,Y,Y,GS칼텍스 예울마루(mobile),20250718165735,250802_01,어린이·가족,00000000785
9000000062688,9000000029522,정상,20250705,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Reed 05271,00000002459,81200,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250705233020,250802_01,어린이·가족,
9000000062689,9000000062690,정상,20250629,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Brooks 05956,000-0000-9486,81200,Y,Y,GS칼텍스 예울마루(mobile),20250629135138,250802_01,어린이·가족,00000009486
9000000062691,9000000062692,정상,20250621,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Hayes 06811,00000013608,81200,Y,Y,티켓모바일웹,20250621121544,250802_01,어린이·가족,
9000000062693,9000000062694,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 04380,000-0001-0222,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612213742,250802_01,어린이·가족,00000010222
9000000062695,9000000062696,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 04380,000-0001-0222,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612213119,250802_01,어린이·가족,00000010222
9000000062697,9000000019560,정상,20250716,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,1,1,Taylor Hayes 06812,000-0001-8916,49000,Y,Y,GS칼텍스 예울마루(web),20250716215907,250802_01,어린이·가족,00000018916
9000000062698,9000000062699,정상,20250730,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Hayes 06813,000-0002-0537,98000,Y,Y,GS칼텍스 예울마루(mobile),20250730223025,250802_01,어린이·가족,00000020537
9000000062700,9000000033165,정상,20250624,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Casey Ellis 04973,000-0001-8148,162400,Y,Y,GS칼텍스 예울마루(mobile),20250624083522,250802_01,어린이·가족,00000018148
9000000062701,9000000062702,정상,20250625,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Cameron Hayes 06814,00000004615,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250625094250,250802_01,어린이·가족,
9000000062703,9000000062704,정상,20250622,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Rowan Hayes 06815,00000016349,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250622134846,250802_01,어린이·가족,
9000000062705,9000000062706,정상,20250618,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Avery Bennett 06816,00000021800,81200,Y,Y,티켓모바일웹,20250618185508,250802_01,어린이·가족,
9000000062707,9000000004845,정상,20250625,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Morgan Bennett 06817,000-0001-3816,81200,Y,Y,Web,20250625110036,250802_01,어린이·가족,
9000000062708,9000000017728,정상,20250623,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Jordan Bennett 06818,000-0000-9001,81200,Y,Y,GS칼텍스 예울마루(web),20250623151211,250802_01,어린이·가족,
9000000062709,9000000062710,정상,20250801,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 06694,000-0000-5088,98000,Y,Y,GS칼텍스 예울마루(mobile),20250801133512,250802_01,어린이·가족,00000005088
9000000062711,9000000062712,정상,20250712,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Riley Bennett 06819,00000001994,81200,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250712001235,250802_01,어린이·가족,
9000000062713,9000000062714,정상,20250618,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Taylor Bennett 06820,00000005166,162400,Y,Y,티켓모바일웹,20250618182854,250802_01,어린이·가족,
9000000062715,9000000036211,정상,20250702,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 06821,000-0002-2064,81200,Y,Y,GS칼텍스 예울마루(web),20250702172704,250802_01,어린이·가족,00000022064
9000000062716,9000000062717,정상,20250628,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 06822,00000015061,81200,Y,Y,티켓모바일웹,20250628235439,250802_01,어린이·가족,
9000000062718,9000000062719,정상,20250614,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 06823,00000006178,81200,Y,Y,티켓어플 안드로이드,20250614220505,250802_01,어린이·가족,00000006178
9000000062720,9000000062721,정상,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Avery Ellis 06824,000-0000-0441,81200,Y,Y,GS칼텍스 예울마루(mobile),20250612160141,250802_01,어린이·가족,00000000441
9000000062722,9000000062723,부분취소,20250617,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,3,Morgan Ellis 06825,00000003240,121800,Y,Y,티켓모바일웹,20250617120115,250802_01,어린이·가족,
9000000062724,9000000062725,정상,20250613,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Jordan Ellis 06826,00000017257,121800,Y,Y,티켓모바일웹,20250613083525,250802_01,어린이·가족,
9000000062726,9000000062727,정상,20250620,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,4,4,Morgan Foster 04401,00000004460,162400,Y,Y,(주)인터파크 통합app,20250620155532,250802_01,어린이·가족,
9000000062728,9000000062729,부분취소,20250612,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,6,3,Riley Foster 04403,000-0001-8145,121800,Y,Y,GS칼텍스 예울마루(mobile),20250612160226,250802_01,어린이·가족,00000018145
9000000062730,9000000062731,정상,20250701,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,3,3,Riley Ellis 06827,00000017624,121800,Y,Y,엔에이치엔(주)(네이버 지식쇼핑-모바일),20250701133731,250802_01,어린이·가족,
9000000062732,9000000025907,정상,20250613,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Taylor Ellis 06828,000-0001-2156,81200,Y,Y,GS칼텍스 예울마루(mobile),20250613115033,250802_01,어린이·가족,00000012156
9000000062733,9000000062734,정상,20250626,가족 뮤지컬 〈넘버 블록스〉 - 여수,20250803: 1100,GS칼텍스 예울마루 대극장,2,2,Casey Ellis 06829,000-0001-4726,81200,Y,Y,GS칼텍스 예울마루(mobile),20250626094953,250802_01,어린이·가족,00000014726
